rank,team,games,wins,losses,win_pct,run_diff_per_game,post_asb_win_pct,last_10_win_pct,quality_weighted_win_pct,projected_rotation_rank,projected_ace,projected_ace_score,projected_top_3_score,projected_top_4_score,projected_depth_score,projected_run_score,projected_qs_score,projected_rotation_score,projected_top_4,starter_1,starter_2,starter_3,starter_4,bullpen_rank,best_reliever,best_reliever_score,top_3_run_prevention,top_5_run_prevention,strand_rate,strand_score,qualified_relievers,neutral_bullpen_score,offensive_momentum_rank,offensive_momentum_score,offense_level,offense_direction,season_offense_score,last_15_offense_score,last_7_offense_score,last_15_runs_per_game,last_15_ops,last_15_iso,last_15_walk_rate,last_15_strikeout_rate,trend_raw,acceleration_raw,rotation_component,bullpen_component,offense_component,run_diff_component,post_asb_component,last_10_component,quality_component,overall_record_component,october_shift_score,contender_score
11,Houston Astros,142,73,69,0.5140845070422535,-0.2535211267605634,0.5909090909090909,0.7,0.5342883664598472,18,"Lambert, Peter",67.32149940131566,59.917070330153344,55.97474726256555,48.06987039509869,66.51210278812228,40.16871397423046,59.20263299416816,"Lambert, Peter | Brown, Hunter | Wesneski, Hayden | Imai, Tatsuya","Lambert, Peter","Brown, Hunter","Wesneski, Hayden","Imai, Tatsuya",2,"Hader, Josh",100.0,79.97268466678041,72.0077922331155,0.729064039408867,82.71208084087121,10,83.00095519609945,19,40.766666666666666,AVERAGE,COOLING,64.66666666666667,45.33333333333333,34.0,4.133333333333334,0.681247790738777,0.1626016260162601,0.0849909584086799,0.2260397830018083,-19.333333333333343,-11.333333333333329,41.4351649752229,91.26983850351266,39.09871244635193,42.3076923076923,82.82255987638423,85.7142857142857,65.15578392636183,56.67759115116756,57.09723111303252,57.09723111303252
12,San Diego Padres,141,74,67,0.524822695035461,0.07801418439716312,0.5777777777777777,0.3,0.5358629350672989,9,"King, Michael",76.21194299100677,68.43734961533823,64.79373669399226,58.614343908893225,75.49600478278114,48.74033456080896,68.17882451901941,"King, Michael | Ray, Robbie | Mize, Casey | Vásquez, Randy","King, Michael","Ray, Robbie","Mize, Casey","Vásquez, Randy",4,"Miller, Mason",84.62072818570311,79.61207589918884,74.83562034335807,0.6753246753246753,54.67068555102909,11,75.69009375184422,17,41.55,AVERAGE,COOLING FROM PEAK,32.33333333333333,40.33333333333333,29.166666666666668,4.066666666666666,0.6769805197086034,0.1371769383697813,0.0980735551663747,0.2259194395796847,8.0,-11.16666666666666,61.27436967134118,71.86077215326817,40.10729613733905,55.24121268802119,78.71576959395654,28.571428571428566,65.7645614324473,61.08152396558788,56.97313826455422,56.97313826455422
13,Arizona Diamondbacks,142,74,68,0.5211267605633803,-0.02112676056338028,0.5434782608695652,0.5,0.5230053978367288,6,"Rodriguez, Eduardo",82.99106012287714,69.83920539363861,65.28299300859415,55.52588116386914,76.06583352009405,49.1087322413443,70.06892796447394,"Rodriguez, Eduardo | Soroka, Michael | Pfaadt, Brandon | Bratt, Mitch","Rodriguez, Eduardo","Soroka, Michael","Pfaadt, Brandon","Bratt, Mitch",7,"Garcia, Brandyn",82.0720116351776,75.7656314146315,70.8850218854277,0.6989795918367347,67.0139068705757,10,74.56528492939852,25,32.26666666666667,COLD,COOLING,44.66666666666667,34.66666666666667,18.666666666666668,3.8,0.674756915086363,0.135523613963039,0.0914076782449725,0.2029250457038391,-10.0,-16.000000000000004,65.45188182083068,68.87460024553165,28.15450643776825,51.373626373626365,67.98866855524078,57.14285714285714,60.79343511087305,59.56575174108972,55.94084054405768,55.94084054405768
14,Kansas City Royals,142,63,79,0.44366197183098594,-0.647887323943662,0.5555555555555556,0.5,0.46469341584297036,15,"Wacha, Michael",68.25396793267967,63.59998447085016,60.23635301825725,55.27497034407526,62.40873871870573,56.97777446758453,62.84200192677272,"Wacha, Michael | Bubic, Kris | Dobnak, Randy | Lugo, Seth","Wacha, Michael","Bubic, Kris","Dobnak, Randy","Lugo, Seth",25,"Pearson, Nate",75.28795104656561,70.92057781796639,63.334647222710295,0.5723684210526315,0.9477382701336128,12,59.240716014364445,2,85.925,HOT,COOLING FROM PEAK,45.5,92.5,56.5,5.466666666666667,0.8248928566630392,0.1957364341085271,0.0949913644214162,0.1744386873920552,47.0,-36.0,49.478908807864855,28.19053351431072,97.24248927038624,26.923076923076923,71.76581680830972,57.14285714285714,38.24819776455394,27.795985251945943,52.447463861416296,52.447463861416296
15,Chicago White Sox,141,74,67,0.524822695035461,0.2978723404255319,0.5217391304347826,0.6,0.5221187729824511,26,"Burke, Sean",60.95094103345653,55.4858599246653,53.909035606505554,49.89949165095608,66.65683818541,34.7873317381489,55.69881009717478,"Burke, Sean | Martin, Davis | Fedde, Erick | Kay, Anthony","Burke, Sean","Martin, Davis","Fedde, Erick","Kay, Anthony",20,"Newcomb, Sean",73.31293364736896,65.97190390836765,62.32926875847007,0.6707317073170732,52.27405816904158,13,64.6596939372498,23,33.34166666666667,AVERAGE,COOLING,70.33333333333334,40.16666666666666,18.666666666666668,4.066666666666666,0.6743680188124632,0.1481481481481481,0.1209964412811387,0.2348754448398576,-30.16666666666668,-21.5,33.69100538594209,42.576977965181634,29.538626609442066,63.8180967968202,61.1898016997167,71.42857142857142,60.4506381917257,61.08152396558788,51.513475030187564,51.513475030187564
16,Texas Rangers,142,70,72,0.49295774647887325,-0.3028169014084507,0.45652173913043476,0.4,0.48396167615976826,20,"Quantrill, Cal",63.84824809182975,58.34724328606749,56.51698494476532,53.235165843123895,65.99710458802579,42.29680547987464,58.58963120280608,"Quantrill, Cal | deGrom, Jacob | Bradford, Cody | Gore, MacKenzie","Quantrill, Cal","deGrom, Jacob","Bradford, Cody","Gore, MacKenzie",11,"Junis, Jakob",78.29121504316831,72.84517080288823,68.02246860212641,0.6963350785340314,65.63399022782993,12,71.67819411647096,3,83.41666666666666,HOT,STEADY,36.66666666666666,81.0,83.83333333333331,4.8,0.7900044362212051,0.1942740286298568,0.1066433566433566,0.1923076923076923,44.333333333333336,2.8333333333333144,40.08030662753172,61.20987597540831,94.01287553648066,40.38461538461538,40.793201133144464,42.85714285714286,45.69791028057455,48.01310938140108,50.746310439526724,50.746310439526724
17,New York Mets,141,64,77,0.45390070921985815,-0.3262411347517731,0.5454545454545454,0.5,0.4729370335908891,17,"McLean, Nolan",69.7983803750287,60.738430189288,55.64260026090119,44.56120227293904,62.80240467185455,44.90289364447116,59.557667562593466,"McLean, Nolan | Thornton, Zac | Scott, Christian | Manaea, Sean","McLean, Nolan","Thornton, Zac","Scott, Christian","Manaea, Sean",8,"Weaver, Luke",77.63206721689565,75.97508511758353,71.24180884927355,0.7044334975369458,69.85977466636025,16,74.05205119423508,15,54.50833333333334,AVERAGE,STEADY,24.5,49.5,54.16666666666666,4.133333333333334,0.7064057681086938,0.1686046511627907,0.071556350626118,0.2182468694096601,25.0,4.666666666666664,42.21986341416405,67.51205388968484,56.79184549356224,39.47081287506819,68.60674736028841,57.14285714285714,41.435438403005406,31.995083981974602,49.509092913041734,49.509092913041734
18,St. Louis Cardinals,142,71,71,0.5,-0.056338028169014086,0.44680851063829785,0.5,0.48853672830668887,16,"McGreevy, Michael",65.8825937880631,62.02250485050848,60.994715707555,57.91224606547645,74.08138882371577,41.36470603331384,62.16543043855164,"McGreevy, Michael | Leahy, Kyle | Dobbins, Hunter | Pallante, Andre","McGreevy, Michael","Leahy, Kyle","Dobbins, Hunter","Pallante, Andre",28,"Graceffo, Gordon",65.74034708398838,58.832402835544805,54.29862356993716,0.6035242290748899,17.204952013077413,9,52.9551374946033,11,61.8,AVERAGE,STEADY,39.0,60.66666666666666,56.83333333333333,5.466666666666667,0.7165402574620128,0.1506591337099811,0.0649572649572649,0.2324786324786324,21.666666666666664,-3.833333333333336,47.98354853071237,11.503415112473258,66.18025751072962,50.0,37.75540955939966,57.14285714285714,47.46676863519457,50.90126997132324,48.93998166546329,48.93998166546329
19,Cincinnati Reds,141,67,74,0.475177304964539,-0.7872340425531915,0.5217391304347826,0.5,0.4849915525842036,19,"Burns, Chase",70.10959745919371,59.30817701249175,54.58698923462325,43.36761634087348,61.34541004021554,44.44935802623483,58.6732104678508,"Burns, Chase | Abbott, Andrew | Singer, Brady | Lowder, Rhett","Burns, Chase","Abbott, Andrew","Singer, Brady","Lowder, Rhett",19,"Ashcraft, Graham",70.71440627435577,62.84798676652091,59.66879485143079,0.7136752136752137,74.68213570106992,14,65.63595640913493,5,77.09166666666667,STRONG,STEADY,38.50000000000001,75.83333333333333,76.5,5.266666666666667,0.7646044624746451,0.1843137254901961,0.0963855421686747,0.2426850258175559,37.33333333333332,0.6666666666666714,40.265033762974696,45.168785132716124,85.86909871244634,21.48702361468319,61.1898016997167,57.14285714285714,46.09609274037773,40.7210159770586,48.75887774300231,48.75887774300231
20,Baltimore Orioles,142,69,73,0.4859154929577465,-0.15492957746478872,0.5111111111111111,0.5,0.4867917881058121,24,"Young, Brandon",68.68464145542451,56.57240671783863,54.326955243450726,47.939087257092304,53.61181839618611,55.39966051434763,57.85637718824557,"Young, Brandon | Baz, Shane | Rogers, Trevor | Bradish, Kyle","Young, Brandon","Baz, Shane","Rogers, Trevor","Bradish, Kyle",12,"Sanders, Cam",78.32662898322677,73.17864860840164,68.25350395746432,0.6911764705882353,62.942209872432265,13,71.45263449643133,26,32.15833333333334,COLD,COOLING,51.99999999999999,33.833333333333336,25.833333333333336,4.466666666666667,0.6569434205838885,0.1512770137524557,0.068100358422939,0.2419354838709677,-18.166666666666657,-8.0,38.459666465293466,60.61105439129455,28.015021459227473,46.15384615384615,57.865911237016036,57.14285714285714,46.79212013862809,45.12494879147892,45.40178174819419,45.40178174819419
21,Minnesota Twins,141,67,74,0.475177304964539,-0.2907801418439716,0.4318181818181818,0.4,0.4631340089091489,25,"Bradley, Taj",61.579662030934735,55.34000674273502,54.159107460366464,51.09576631523546,57.71833492333053,48.82026626592036,56.02710464418631,"Bradley, Taj | Ryan, Joe | Matthews, Zebby | Paredes, Mike","Bradley, Taj","Ryan, Joe","Matthews, Zebby","Paredes, Mike",15,"Minter, A.J.",79.0036518566496,75.17109544458582,66.23279178278057,0.6407766990291263,36.64342608718725,13,67.6685930454504,7,73.78333333333333,STRONG,RISING,71.16666666666666,73.66666666666666,87.0,5.133333333333334,0.7492593351081985,0.1750972762645914,0.073555166374781,0.1628721541155867,2.5,13.333333333333345,34.41660295154095,50.56508208636513,81.60944206008584,40.854181279713195,33.06721607004893,42.85714285714286,37.64528223603935,40.7210159770586,45.02398966531141,45.02398966531141
22,Pittsburgh Pirates,142,70,72,0.49295774647887325,0.2112676056338028,0.4444444444444444,0.7,0.47988258646953824,28,"Ashcraft, Braxton",61.13513097478772,55.53648165481554,52.925474443126575,45.188309167287045,60.69578928796338,41.27000217587136,54.86171666934152,"Ashcraft, Braxton | Skenes, Paul | Jones, Jared | Chandler, Bubba","Ashcraft, Braxton","Skenes, Paul","Jones, Jared","Chandler, Bubba",23,"Montgomery, Mason",68.43045392848794,65.94214344411627,62.25808937374624,0.6564102564102564,44.80107308918552,13,62.287844290858565,29,18.133333333333333,VERY COLD,REBOUNDING,68.0,13.333333333333334,44.83333333333333,3.6,0.6410988797153421,0.1071428571428571,0.0920138888888889,0.2673611111111111,-54.66666666666666,31.499999999999996,31.84085904953863,36.28012943226555,9.957081545064376,60.43956043956044,37.01605288007553,85.7142857142857,44.120806534846906,48.01310938140108,42.894840369515094,42.894840369515094
23,Miami Marlins,142,71,71,0.5,0.06338028169014084,0.4222222222222222,0.4,0.47352694784241,22,"Alcantara, Sandy",62.503753881768304,59.14303807446196,56.696030605348014,51.37573448448669,65.7922541293199,43.05169531939016,58.32871999396946,"Alcantara, Sandy | Meyer, Max | Pérez, Eury | Phillips, Tyler","Alcantara, Sandy","Meyer, Max","Pérez, Eury","Phillips, Tyler",14,"Bender, Anthony",68.13944403989782,66.59535674503968,63.049847035621006,0.7287234042553191,82.53433618101094,12,68.3085725713243,24,32.46666666666667,COLD,REBOUNDING,46.49999999999999,29.333333333333336,39.5,3.8,0.6632728095480513,0.1305220883534136,0.0982456140350877,0.231578947368421,-17.166666666666657,10.166666666666664,39.50363991255683,52.264116485416054,28.412017167381975,54.670329670329664,30.0661000944287,42.85714285714286,41.66351771637771,50.90126997132324,41.6787344987852,41.6787344987852
24,Detroit Tigers,141,64,77,0.45390070921985815,0.3191489361702128,0.4444444444444444,0.3,0.455121549473878,10,"Melton, Troy",82.0812871677574,66.13197317803231,62.40521172588312,53.280104500159496,72.43039424161054,47.36743795229198,67.44616908335283,"Melton, Troy | Montero, Keider | Anderson, Drew | Valdez, Framber","Melton, Troy","Montero, Keider","Anderson, Drew","Valdez, Framber",16,"Waguespack, Jacob",68.88625141755071,65.03353061914568,63.470299211587374,0.7172995780590717,76.57334219549298,14,67.25871313293155,30,10.4,VERY COLD,REBOUNDING,41.33333333333333,6.666666666666666,17.833333333333336,3.0,0.5757654366357539,0.0998003992015968,0.0755395683453237,0.2428057553956834,-34.666666666666664,11.16666666666667,59.655052489920635,49.4769221645324,0.0,64.6481178396072,37.01605288007553,28.571428571428566,34.54741463628478,31.995083981974602,40.67091009329807,40.67091009329807
25,Seattle Mariners,142,66,76,0.4647887323943662,-0.4859154929577465,0.4,0.3,0.44988012201158356,14,"Hancock, Emerson",69.7723120365101,65.17300884732863,61.0012323021793,52.32488953136704,59.08477397881839,63.875919787220695,63.5612614381999,"Hancock, Emerson | Gilbert, Logan | Kirby, George | Woo, Bryan","Hancock, Emerson","Gilbert, Logan","Kirby, George","Woo, Bryan",13,"Speier, Gabe",77.70533646174201,71.35582946025535,65.75632131467164,0.6751592356687898,54.5843585379287,11,68.7476331286029,13,57.68333333333334,AVERAGE,HEATING UP,15.5,50.333333333333336,64.83333333333333,4.6,0.6929011445338642,0.1465346534653465,0.1070811744386874,0.2538860103626943,34.833333333333336,14.499999999999991,51.06861827844909,53.42974594686506,60.87982832618026,33.24175824175824,23.116147308781873,28.571428571428566,32.52091472785101,36.460467021712425,40.26219424233568,40.26219424233568
26,Washington Nationals,143,67,76,0.46853146853146854,0.08391608391608392,0.41304347826086957,0.5,0.4526281144565865,23,"Cavalli, Cade",72.77959484482597,60.20229865743863,51.93502738507269,37.66441084160238,65.9127571014055,30.96843281057349,58.31248527743685,"Cavalli, Cade | Alvarez, Andrew | Kent, Jackson | Irvin, Jake","Cavalli, Cade","Alvarez, Andrew","Kent, Jackson","Irvin, Jake",30,"Ribalta, Orlando",60.11292411122808,57.764568571741,52.921486722319045,0.5755102040816327,2.5871320614913835,14,48.62211742524873,21,36.48333333333333,AVERAGE,RISING,88.33333333333333,40.33333333333333,46.333333333333336,4.133333333333334,0.6696318018898664,0.1313131313131313,0.1033868092691622,0.2174688057040998,-48.0,6.000000000000007,39.46775789471194,0.0,33.583690987124456,55.471451625297775,27.195467422096314,57.14285714285714,33.58337461654275,37.995433489083645,39.297713459406275,39.297713459406275
27,San Francisco Giants,142,58,84,0.4084507042253521,-0.5422535211267606,0.3695652173913043,0.4,0.40174439537859635,29,"Webb, Logan",57.77021375483589,53.35305470291333,50.91334810547401,46.91499844400849,56.4630985422295,42.588722450340775,53.00369470757038,"Webb, Logan | McDonald, Trevor | Roupp, Landen | Houser, Adrian","Webb, Logan","McDonald, Trevor","Roupp, Landen","Houser, Adrian",26,"Brubaker, JT",66.82597946993384,65.20104718907773,60.82432620201392,0.6220472440944882,26.870328501539287,16,58.54465616004185,6,76.78333333333333,STRONG,COOLING FROM PEAK,38.5,77.0,66.16666666666667,5.266666666666667,0.7583141361256545,0.1659999999999999,0.1030927835051546,0.2216494845360824,38.5,-10.833333333333329,27.734253488883358,26.342615591190384,85.47210300429184,31.04395604395604,13.597733711048148,42.85714285714286,13.910136210763557,13.35518230233512,34.24998751991437,34.24998751991437
28,Athletics,142,56,86,0.39436619718309857,-1.3380281690140845,0.32608695652173914,0.5,0.3778071134820482,27,"Ginn, J.T.",61.01325621823975,55.47700443699727,51.993555711806096,47.079486272108056,62.85875327352608,35.69575936922611,54.90474991253628,"Ginn, J.T. | Severino, Luis | Lopez, Jacob | Jump, Gage","Ginn, J.T.","Severino, Luis","Lopez, Jacob","Jump, Gage",29,"Blewett, Scott",59.30233291490657,57.28158815347541,55.2725112831458,0.6065573770491803,18.787659638467456,14,51.40996200548312,9,72.35833333333333,STRONG,HEATING UP,55.333333333333336,70.5,80.16666666666666,4.666666666666667,0.791783942727339,0.1640926640926641,0.0905982905982906,0.2341880341880342,15.166666666666664,9.666666666666655,31.935971249196477,7.401242773443227,79.77467811158799,0.0,0.0,57.14285714285714,4.6552338162404165,7.578861122490778,25.428391622596468,25.428391622596468
29,Los Angeles Angels,141,53,88,0.375886524822695,-0.574468085106383,0.3409090909090909,0.1,0.3697654894039927,21,"Ureña, Walbert",64.50423488518396,59.83189027687508,55.64140710260716,47.71880140555349,62.20260863458879,45.79960480463473,58.34491646340048,"Ureña, Walbert | Detmers, Reid | Klassen, George | Kochanowicz, Jack","Ureña, Walbert","Detmers, Reid","Klassen, George","Kochanowicz, Jack",22,"Saucedo, Tayler",75.74053256556309,71.26926691147689,66.66994594674875,0.5965665236051502,13.574396037729327,16,62.353056404517865,28,21.60833333333333,VERY COLD,COOLING FROM PEAK,7.666666666666666,16.166666666666664,5.499999999999999,4.066666666666666,0.622518181021642,0.1128712871287128,0.0732984293193717,0.2582897033158813,8.499999999999998,-10.666666666666664,39.539437396546205,36.453256258769365,14.431330472103,29.78723404255319,4.635591037857316,0.0,1.5460902527607474,0.0,18.625339839890433,18.625339839890433
